frame,time_s,s_px,ds_px,ds_mm,area_px,detected,valid
0,0.000000,1077.528,0.164,0.0284,4394.5,True,True
1,0.016632,1077.468,0.104,0.0180,4392.5,True,True
2,0.033264,1077.249,-0.115,-0.0200,4365.5,True,True
3,0.049896,1077.448,0.084,0.0146,4390.5,True,True
4,0.066528,1077.538,0.174,0.0303,4401.5,True,True
5,0.083160,1077.538,0.174,0.0301,4391.5,True,True
6,0.099792,1077.567,0.203,0.0353,4403.0,True,True
7,0.116424,1077.647,0.283,0.0492,4409.0,True,True
8,0.133056,1077.498,0.134,0.0234,4375.0,True,True
9,0.149688,1077.558,0.194,0.0336,4390.0,True,True
10,0.166320,1077.286,-0.078,-0.0136,4433.0,True,True
11,0.182952,1077.226,-0.138,-0.0240,4425.0,True,True
12,0.199584,1077.467,0.103,0.0178,4424.5,True,True
13,0.216216,1077.245,-0.119,-0.0207,4464.0,True,True
14,0.232848,1077.175,-0.189,-0.0329,4470.0,True,True
15,0.249480,1077.114,-0.250,-0.0434,4484.5,True,True
16,0.266112,1077.284,-0.080,-0.0139,4482.0,True,True
17,0.282744,1077.053,-0.311,-0.0540,4504.0,True,True
18,0.299376,1077.406,0.042,0.0072,4444.0,True,True
19,0.316008,1077.365,0.001,0.0001,4472.5,True,True
20,0.332640,1077.395,0.031,0.0054,4464.0,True,True
21,0.349272,1077.315,-0.049,-0.0085,4463.5,True,True
22,0.365905,1077.244,-0.120,-0.0209,4497.0,True,True
23,0.382537,1077.404,0.040,0.0070,4482.0,True,True
24,0.399169,1077.405,0.041,0.0071,4470.0,True,True
25,0.415801,1077.345,-0.019,-0.0033,4461.0,True,True
26,0.432433,1077.365,0.001,0.0001,4473.0,True,True
27,0.449065,1077.406,0.042,0.0072,4444.0,True,True
28,0.465697,1077.316,-0.048,-0.0083,4435.0,True,True
29,0.482329,1077.276,-0.088,-0.0153,4441.0,True,True
30,0.498961,1077.156,-0.208,-0.0362,4439.5,True,True
31,0.515593,1077.126,-0.238,-0.0414,4442.5,True,True
32,0.532225,1077.136,-0.228,-0.0396,4427.5,True,True
33,0.548857,1077.176,-0.188,-0.0326,4424.5,True,True
34,0.565489,1077.215,-0.149,-0.0258,4437.0,True,True
35,0.582121,,,,5444.0,True,False
36,0.598753,,,,31214.0,True,False
37,0.615385,,,,51802.5,True,False
38,0.632017,,,,67687.0,True,False
39,0.648649,,,,100615.0,True,False
40,0.665281,,,,118237.0,True,False
41,0.681913,,,,122735.0,True,False
42,0.698545,,,,114338.0,True,False
43,0.715177,,,,111256.0,True,False
44,0.731809,,,,106140.0,True,False
45,0.748441,,,,110076.0,True,False
46,0.765073,,,,77197.5,True,False
47,0.781705,,,,103998.5,True,False
48,0.798337,,,,133826.0,True,False
49,0.814969,,,,111660.0,True,False
50,0.831601,,,,112308.0,True,False
51,0.848233,,,,119545.5,True,False
52,0.864865,,,,112354.0,True,False
53,0.881497,,,,107233.5,True,False
54,0.898129,,,,105556.0,True,False
55,0.914761,,,,108929.0,True,False
56,0.931393,,,,110141.5,True,False
57,0.948025,,,,101528.0,True,False
58,0.964657,,,,101948.5,True,False
59,0.981289,,,,102015.5,True,False
60,0.997921,,,,97733.0,True,False
61,1.014553,,,,102597.0,True,False
62,1.031185,,,,101832.0,True,False
63,1.047817,,,,98433.0,True,False
64,1.064449,,,,101891.5,True,False
65,1.081081,,,,98615.0,True,False
66,1.097714,,,,98092.0,True,False
67,1.114346,,,,96340.5,True,False
68,1.130978,,,,94087.0,True,False
69,1.147610,,,,89586.0,True,False
70,1.164242,,,,92935.0,True,False
71,1.180874,,,,91585.0,True,False
72,1.197506,,,,91545.5,True,False
73,1.214138,,,,91247.5,True,False
74,1.230770,,,,92816.5,True,False
75,1.247402,,,,90811.5,True,False
76,1.264034,,,,91412.5,True,False
77,1.280666,,,,92866.0,True,False
78,1.297298,,,,92084.0,True,False
79,1.313930,,,,92951.0,True,False
80,1.330562,,,,95848.5,True,False
81,1.347194,,,,93350.5,True,False
82,1.363826,,,,96125.5,True,False
83,1.380458,,,,92669.5,True,False
84,1.397090,,,,92593.5,True,False
85,1.413722,,,,90889.0,True,False
86,1.430354,,,,92143.5,True,False
87,1.446986,,,,94597.5,True,False
88,1.463618,,,,94148.0,True,False
89,1.480250,,,,94135.5,True,False
90,1.496882,,,,91034.0,True,False
91,1.513514,,,,92687.5,True,False
92,1.530146,,,,92365.0,True,False
93,1.546778,,,,93048.5,True,False
94,1.563410,,,,91778.5,True,False
95,1.580042,,,,92165.5,True,False
96,1.596674,,,,91913.0,True,False
97,1.613306,,,,93239.0,True,False
98,1.629938,,,,91482.5,True,False
99,1.646570,,,,89285.5,True,False
100,1.663202,,,,91301.5,True,False
101,1.679834,,,,92111.0,True,False
102,1.696466,,,,92892.0,True,False
103,1.713098,,,,93849.5,True,False
104,1.729730,,,,94050.0,True,False
105,1.746362,,,,94122.5,True,False
106,1.762994,,,,94369.5,True,False
107,1.779626,,,,95983.0,True,False
108,1.796258,,,,96377.5,True,False
109,1.812890,,,,102503.5,True,False
110,1.829523,,,,102309.5,True,False
111,1.846155,,,,104445.0,True,False
112,1.862787,,,,101615.0,True,False
113,1.879419,,,,105409.0,True,False
114,1.896051,,,,105700.5,True,False
115,1.912683,,,,105396.5,True,False
116,1.929315,,,,104116.0,True,False
117,1.945947,,,,104534.5,True,False
118,1.962579,,,,104519.0,True,False
119,1.979211,,,,104249.0,True,False
120,1.995843,,,,103384.0,True,False
121,2.012475,,,,104020.0,True,False
122,2.029107,,,,104298.5,True,False
123,2.045739,,,,104890.0,True,False
124,2.062371,,,,104244.5,True,False
125,2.079003,,,,104250.0,True,False
126,2.095635,,,,103622.0,True,False
127,2.112267,,,,103415.5,True,False
128,2.128899,,,,102807.5,True,False
129,2.145531,,,,103051.5,True,False
130,2.162163,,,,103888.5,True,False
131,2.178795,,,,104506.5,True,False
132,2.195427,,,,103558.5,True,False
133,2.212059,,,,104162.5,True,False
134,2.228691,,,,103698.0,True,False
135,2.245323,,,,104379.0,True,False
136,2.261955,,,,104524.5,True,False
137,2.278587,,,,106650.0,True,False
138,2.295219,,,,108363.0,True,False
139,2.311851,,,,108125.0,True,False
140,2.328483,,,,107308.5,True,False
141,2.345115,,,,107816.5,True,False
142,2.361747,,,,107361.5,True,False
143,2.378379,,,,107974.0,True,False
144,2.395011,,,,107157.0,True,False
145,2.411643,,,,108319.0,True,False
146,2.428275,,,,107586.5,True,False
147,2.444907,,,,108828.5,True,False
148,2.461539,,,,106054.5,True,False
149,2.478171,,,,109796.0,True,False
150,2.494803,,,,109318.0,True,False
151,2.511435,,,,108250.5,True,False
152,2.528067,,,,107842.5,True,False
153,2.544699,,,,107249.5,True,False
154,2.561332,,,,108369.5,True,False
155,2.577964,,,,107686.5,True,False
156,2.594596,,,,108639.5,True,False
157,2.611228,,,,108394.5,True,False
158,2.627860,,,,107935.5,True,False
159,2.644492,,,,108045.5,True,False
160,2.661124,,,,109061.0,True,False
161,2.677756,,,,145917.0,True,False
162,2.694388,,,,104819.5,True,False
163,2.711020,,,,104124.5,True,False
164,2.727652,,,,103135.0,True,False
165,2.744284,,,,104709.0,True,False
166,2.760916,,,,102769.5,True,False
167,2.777548,,,,102706.5,True,False
168,2.794180,,,,104870.5,True,False
169,2.810812,,,,72024.0,True,False
170,2.827444,,,,108250.0,True,False
171,2.844076,,,,60903.5,True,False
172,2.860708,,,,122359.5,True,False
173,2.877340,,,,132644.0,True,False
174,2.893972,,,,134156.0,True,False
175,2.910604,,,,130893.5,True,False
176,2.927236,,,,65478.5,True,False
177,2.943868,,,,87714.0,True,False
178,2.960500,,,,65943.0,True,False
