frame,time_s,x_px,y_px,area_px,detected
371,6.170483,1056.83,218.21,5332.5,True
372,6.187116,1056.84,218.18,5325.0,True
373,6.203748,1056.89,218.07,5347.5,True
374,6.220380,1056.95,218.21,5353.5,True
375,6.237012,1057.00,218.35,5336.0,True
376,6.253644,1057.10,218.49,5313.5,True
377,6.270276,1057.21,218.61,5314.0,True
378,6.286908,1057.00,218.65,5339.5,True
379,6.303540,1057.00,218.45,5311.5,True
380,6.320172,1057.16,218.39,5304.5,True
381,6.336804,1057.06,218.39,5314.0,True
382,6.353436,1057.04,218.35,5316.0,True
383,6.370068,1057.07,218.39,5318.5,True
384,6.386700,1057.01,218.40,5305.0,True
385,6.403332,1056.99,218.13,5326.5,True
386,6.419964,1057.01,218.40,5313.0,True
387,6.436596,1057.04,218.42,5305.0,True
388,6.453228,1057.17,218.62,5310.0,True
389,6.469860,1057.29,218.78,5315.0,True
390,6.486492,1057.22,218.62,5314.0,True
391,6.503124,1057.25,218.52,5294.0,True
392,6.519756,1057.13,218.33,5302.5,True
393,6.536388,1057.16,218.43,5304.5,True
394,6.553020,1057.15,218.49,5313.5,True
395,6.569652,1057.12,218.57,5344.0,True
396,6.586284,1057.02,218.51,5360.5,True
397,6.602916,1057.01,218.28,5346.5,True
398,6.619548,1057.18,218.31,5342.5,True
399,6.636180,1057.17,218.37,5340.0,True
400,6.652812,1057.01,218.46,5336.5,True
401,6.669444,1056.96,218.57,5347.5,True
402,6.686076,1056.94,218.56,5350.5,True
403,6.702708,1056.91,218.54,5339.5,True
404,6.719341,1056.83,218.40,5359.5,True
405,6.735973,1056.95,218.49,5339.5,True
406,6.752605,1057.02,218.48,5334.0,True
407,6.769237,1057.03,218.53,5336.0,True
408,6.785869,1057.09,218.55,5334.0,True
409,6.802501,1057.12,218.60,5331.5,True
410,6.819133,1057.15,218.53,5335.5,True
411,6.835765,1056.88,218.52,5334.0,True
412,6.852397,1056.90,218.52,5343.0,True
413,6.869029,1056.86,218.50,5354.0,True
414,6.885661,1056.87,218.48,5350.5,True
415,6.902293,1057.06,218.48,5319.0,True
416,6.918925,1057.22,218.60,5297.0,True
417,6.935557,1057.16,218.56,5311.0,True
418,6.952189,1057.15,218.55,5310.0,True
419,6.968821,1057.06,218.18,5339.0,True
420,6.985453,1057.02,218.19,5321.5,True
421,7.002085,1056.97,218.14,5332.5,True
422,7.018717,1056.94,218.13,5336.0,True
423,7.035349,1057.19,218.46,5352.5,True
424,7.051981,1057.16,218.50,5344.0,True
425,7.068613,1057.36,218.98,5343.5,True
426,7.085245,1057.37,218.94,5353.5,True
427,7.101877,1057.28,218.90,5348.5,True
428,7.118509,1057.27,218.81,5330.0,True
429,7.135141,1057.22,218.76,5348.0,True
430,7.151773,1057.22,218.71,5317.0,True
431,7.168405,1057.08,218.47,5317.0,True
432,7.185037,1056.78,218.23,5308.5,True
433,7.201669,1056.86,218.16,5309.5,True
434,7.218301,1057.08,218.09,5320.5,True
435,7.234933,1057.09,218.07,5345.0,True
436,7.251565,1057.07,218.10,5357.0,True
437,7.268198,1056.87,218.18,5346.0,True
438,7.284830,1056.82,218.21,5361.0,True
439,7.301462,1056.91,218.53,5307.5,True
440,7.318094,1056.92,218.56,5344.5,True
441,7.334726,1056.91,218.91,5358.0,True
442,7.351358,1056.97,218.83,5356.0,True
443,7.367990,1057.17,218.85,5326.0,True
444,7.384622,1057.03,218.55,5350.0,True
445,7.401254,1056.95,218.28,5357.0,True
446,7.417886,1057.16,218.02,5354.5,True
447,7.434518,1057.09,218.04,5362.5,True
448,7.451150,1056.85,218.09,5380.0,True
449,7.467782,1056.83,218.18,5360.0,True
450,7.484414,1056.83,218.15,5357.5,True
451,7.501046,1056.89,218.41,5372.5,True
452,7.517678,1057.18,218.65,5345.5,True
453,7.534310,1057.24,218.81,5363.5,True
454,7.550942,1057.32,218.98,5334.5,True
455,7.567574,1057.34,219.01,5325.0,True
456,7.584206,1057.25,218.74,5295.5,True
457,7.600838,1056.82,218.50,5316.5,True
458,7.617470,1056.66,218.57,5340.0,True
459,7.634102,1056.64,218.54,5346.5,True
460,7.650734,1056.78,218.38,5338.5,True
461,7.667366,1056.77,218.30,5346.5,True
462,7.683998,1057.03,218.23,5331.5,True
463,7.700630,1057.03,218.20,5349.5,True
464,7.717262,1057.05,218.39,5329.5,True
465,7.733894,1057.04,218.43,5340.5,True
466,7.750526,1057.01,218.73,5347.0,True
467,7.767158,1057.12,218.84,5322.5,True
468,7.783790,1057.07,218.89,5339.0,True
469,7.800423,1057.02,218.88,5340.5,True
470,7.817055,1057.06,218.70,5306.0,True
471,7.833687,1057.38,218.68,5286.0,True
472,7.850319,1057.32,218.61,5300.0,True
473,7.866951,1057.39,218.59,5302.0,True
474,7.883583,1057.29,218.64,5287.0,True
475,7.900215,1057.15,218.44,5291.5,True
476,7.916847,1057.00,218.32,5315.5,True
477,7.933479,1057.04,218.41,5299.0,True
478,7.950111,1057.05,218.36,5311.0,True
479,7.966743,1057.06,218.40,5307.5,True
480,7.983375,1057.15,218.48,5316.0,True
481,8.000007,1057.29,218.61,5303.0,True
482,8.016639,1057.37,218.73,5306.5,True
483,8.033271,1057.26,218.87,5324.0,True
484,8.049903,1057.26,218.66,5358.0,True
485,8.066535,1057.35,218.66,5326.0,True
486,8.083167,1057.02,218.29,5360.5,True
487,8.099799,1057.00,218.09,5351.0,True
488,8.116431,1057.18,218.05,5353.0,True
489,8.133063,1057.25,218.03,5390.5,True
490,8.149695,1057.45,218.33,5376.0,True
491,8.166327,1057.86,218.65,5381.0,True
492,8.182959,1057.84,218.67,5354.5,True
493,8.199591,1057.61,218.69,5325.5,True
494,8.216223,1057.39,218.47,5350.5,True
495,8.232855,1057.18,218.28,5355.0,True
496,8.249487,1056.88,218.17,5388.0,True
497,8.266119,1057.01,218.16,5395.5,True
498,8.282751,1057.12,218.29,5383.5,True
499,8.299383,1057.22,218.57,5321.0,True
500,8.316015,1056.82,218.83,5318.0,True
501,8.332648,1050.96,218.80,5335.5,True
502,8.349280,1048.18,219.33,5350.0,True
503,8.365912,1044.36,219.31,5375.5,True
504,8.382544,1040.90,219.25,5393.5,True
505,8.399176,1036.15,218.69,5392.5,True
506,8.415808,1035.30,218.68,5318.5,True
507,8.432440,1035.27,218.71,5306.5,True
508,8.449072,1035.62,218.96,5376.0,True
509,8.465704,1034.43,219.18,5358.0,True
510,8.482336,1031.77,219.50,5375.0,True
511,8.498968,1028.46,219.23,5393.5,True
512,8.515600,1024.31,218.96,5382.5,True
513,8.532232,1020.01,218.79,5346.0,True
514,8.548864,1016.96,218.76,5337.5,True
515,8.565496,1013.57,219.01,5357.0,True
516,8.582128,1010.56,219.09,5350.0,True
517,8.598760,1007.89,219.46,5376.0,True
518,8.615392,1004.63,219.60,5391.0,True
519,8.632024,1000.75,219.50,5377.5,True
520,8.648656,997.77,219.36,5390.5,True
521,8.665288,996.29,219.43,5371.0,True
522,8.681920,995.45,219.50,5378.0,True
523,8.698552,994.96,219.50,5343.0,True
524,8.715184,994.67,219.39,5363.0,True
525,8.731816,994.11,219.40,5406.0,True
526,8.748448,993.89,219.57,5414.0,True
527,8.765080,993.84,219.46,5406.5,True
528,8.781712,993.62,219.38,5391.5,True
529,8.798344,993.06,219.37,5345.0,True
530,8.814976,992.54,219.31,5372.5,True
531,8.831608,992.19,219.32,5398.0,True
532,8.848240,991.86,219.59,5418.0,True
533,8.864872,991.63,219.64,5417.5,True
534,8.881505,991.25,219.66,5390.0,True
535,8.898137,986.09,219.17,5425.5,True
536,8.914769,984.65,218.85,5428.5,True
537,8.931401,984.41,218.93,5368.0,True
538,8.948033,983.47,219.08,5366.5,True
539,8.964665,982.75,219.13,5330.5,True
540,8.981297,982.31,219.48,5438.0,True
541,8.997929,981.86,219.57,5433.0,True
542,9.014561,981.46,219.70,5399.0,True
543,9.031193,981.22,219.46,5386.5,True
544,9.047825,981.19,219.50,5376.5,True
545,9.064457,981.34,219.53,5389.5,True
546,9.081089,981.25,219.54,5370.5,True
547,9.097721,981.21,219.56,5350.0,True
548,9.114353,980.99,219.58,5353.5,True
549,9.130985,980.71,219.70,5377.0,True
550,9.147617,980.26,219.42,5407.0,True
551,9.164249,980.17,219.54,5418.0,True
552,9.180881,979.81,219.50,5408.5,True
553,9.197513,979.39,219.39,5405.0,True
554,9.214145,979.35,219.39,5381.5,True
555,9.230777,979.30,219.28,5423.0,True
556,9.247409,979.18,219.31,5402.5,True
557,9.264041,978.99,219.51,5406.5,True
558,9.280673,979.06,219.65,5362.5,True
559,9.297305,979.00,219.62,5372.5,True
560,9.313937,979.05,219.66,5365.5,True
561,9.330569,979.01,219.67,5360.5,True
562,9.347201,978.88,219.38,5386.5,True
563,9.363833,978.91,219.35,5370.0,True
564,9.380465,978.58,219.22,5398.0,True
565,9.397097,978.45,219.23,5429.5,True
566,9.413730,978.49,219.26,5410.0,True
567,9.430362,978.53,219.33,5419.5,True
568,9.446994,978.61,219.38,5442.5,True
569,9.463626,978.56,219.26,5430.0,True
570,9.480258,978.51,219.19,5427.5,True
571,9.496890,977.53,219.31,5418.0,True
572,9.513522,976.11,219.26,5440.5,True
573,9.530154,976.16,219.35,5438.0,True
574,9.546786,976.31,219.45,5430.5,True
575,9.563418,976.23,219.50,5419.5,True
576,9.580050,976.32,219.48,5412.5,True
577,9.596682,976.43,219.41,5422.0,True
578,9.613314,976.59,219.35,5417.0,True
579,9.629946,976.59,219.40,5409.0,True
580,9.646578,976.11,219.33,5452.0,True
581,9.663210,975.21,219.39,5414.0,True
582,9.679842,974.31,219.43,5461.5,True
583,9.696474,974.14,219.22,5449.5,True
584,9.713106,974.03,219.22,5456.0,True
585,9.729738,974.36,219.51,5421.0,True
586,9.746370,974.31,219.63,5386.5,True
587,9.763002,974.36,219.50,5389.0,True
588,9.779634,974.46,219.40,5402.0,True
589,9.796266,974.74,219.29,5423.0,True
590,9.812898,974.42,219.15,5445.5,True
591,9.829530,974.19,219.12,5427.0,True
592,9.846162,973.98,219.19,5398.0,True
593,9.862794,974.04,219.22,5385.0,True
594,9.879426,974.00,219.12,5402.5,True
595,9.896058,974.01,219.16,5371.5,True
596,9.912690,973.97,219.11,5389.0,True
597,9.929322,973.76,219.24,5361.5,True
598,9.945955,973.70,219.26,5381.0,True
599,9.962587,973.49,219.33,5391.0,True
600,9.979219,973.43,219.27,5378.5,True
601,9.995851,973.19,219.31,5379.5,True
602,10.012483,973.06,219.50,5338.0,True
603,10.029115,973.30,219.31,5374.5,True
604,10.045747,973.57,219.19,5376.0,True
605,10.062379,973.65,219.04,5397.5,True
606,10.079011,973.40,219.10,5366.0,True
607,10.095643,973.29,219.22,5325.0,True
608,10.112275,973.51,218.93,5372.5,True
609,10.128907,973.43,218.86,5347.0,True
610,10.145539,973.25,219.28,5321.0,True
611,10.162171,973.41,219.48,5344.5,True
612,10.178803,973.58,219.68,5316.0,True
613,10.195435,973.46,219.55,5344.5,True
614,10.212067,973.54,219.55,5323.0,True
615,10.228699,973.47,219.46,5312.5,True
616,10.245331,973.34,219.17,5365.5,True
